 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 6.    Time:   0: 6:38
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     256.0000 -0.27064E+01  0.46797E-01 -0.27064E+01  0.46797E-01 -0.10047E+01 -0.84117E+02  0.74968E+02 -0.85909E+02  0.40220E+02 -0.29044E+02 -0.55715E+02 -0.83099E+02 -0.85143E+02  0.00000E+00  0.51049E-03  0.86367E+02  0.90200E+02  0.42916E+01   2455  0.00000E+00      0.000
     257.0000 -0.56545E+00  0.59107E-01 -0.56546E+00  0.59107E-01 -0.10527E+01 -0.84682E+02  0.75027E+02 -0.86474E+02  0.40279E+02 -0.30064E+02 -0.10239E+03 -0.88128E+02 -0.82765E+02  0.00000E+00  0.51056E-03  0.85854E+02  0.90770E+02  0.42962E+01   2477  0.00000E+00      0.000
     258.0000 -0.15881E-01  0.53225E-01 -0.15882E-01  0.53225E-01 -0.10779E+01 -0.84698E+02  0.75080E+02 -0.86490E+02  0.40332E+02 -0.31141E+02 -0.14411E+03 -0.99942E+02 -0.81487E+02  0.00000E+00  0.51059E-03  0.84739E+02  0.90790E+02  0.43003E+01   2499  0.00000E+00      0.000
     259.0000  0.35058E-02  0.46352E-01  0.35065E-02  0.46352E-01 -0.97890E+00 -0.84694E+02  0.75127E+02 -0.86487E+02  0.40379E+02 -0.32158E+02 -0.16389E+03 -0.11131E+03 -0.86463E+02  0.00000E+00  0.51059E-03  0.83671E+02  0.90790E+02  0.43038E+01   2502  0.00000E+00      0.000
     260.0000  0.50501E-02  0.64994E-01  0.50504E-02  0.64994E-01 -0.84160E+00 -0.84689E+02  0.75192E+02 -0.86482E+02  0.40444E+02 -0.33034E+02 -0.17858E+03 -0.12158E+03 -0.93347E+02  0.00000E+00  0.51059E-03  0.82734E+02  0.90790E+02  0.43088E+01   2504  0.00000E+00      0.000
     261.0000 -0.17628E-01  0.32026E-01 -0.17629E-01  0.32026E-01 -0.74326E+00 -0.84707E+02  0.75224E+02 -0.86499E+02  0.40476E+02 -0.33816E+02 -0.18798E+03 -0.13064E+03 -0.10047E+03  0.00000E+00  0.51076E-03  0.81938E+02  0.90810E+02  0.43112E+01   2526  0.00000E+00      0.000
     262.0000  0.49592E-02  0.64098E-01  0.49595E-02  0.64098E-01 -0.65812E+00 -0.84702E+02  0.75288E+02 -0.86494E+02  0.40540E+02 -0.34502E+02 -0.20012E+03 -0.13934E+03 -0.10795E+03  0.00000E+00  0.51076E-03  0.81191E+02  0.90810E+02  0.43161E+01   2529  0.00000E+00      0.000
     263.0000 -0.16675E+01  0.32877E-01 -0.16675E+01  0.32877E-01 -0.58059E+00 -0.86370E+02  0.75321E+02 -0.88162E+02  0.40573E+02 -0.35116E+02 -0.92176E+02 -0.12581E+03 -0.11480E+03  0.00000E+00  0.51091E-03  0.82211E+02  0.92480E+02  0.43185E+01   2551  0.00000E+00      0.000
     264.0000 -0.24976E-01  0.64756E-01 -0.24976E-01  0.64756E-01 -0.52374E+00 -0.86395E+02  0.75385E+02 -0.88187E+02  0.40637E+02 -0.35661E+02 -0.16189E+03 -0.13244E+03 -0.11979E+03  0.00000E+00  0.51107E-03  0.81626E+02  0.92510E+02  0.43236E+01   2573  0.00000E+00      0.000
     265.0000  0.61910E-03  0.13166E+00  0.61870E-03  0.13166E+00 -0.50421E+00 -0.86394E+02  0.75517E+02 -0.88186E+02  0.40769E+02 -0.36171E+02 -0.18459E+03 -0.14037E+03 -0.12243E+03  0.00000E+00  0.51107E-03  0.81001E+02  0.92520E+02  0.43341E+01   2576  0.00000E+00      0.000
     266.0000  0.11610E-01  0.14220E+00  0.11609E-01  0.14220E+00 -0.48439E+00 -0.86382E+02  0.75659E+02 -0.88175E+02  0.40911E+02 -0.36661E+02 -0.20108E+03 -0.14860E+03 -0.12570E+03  0.00000E+00  0.51107E-03  0.80363E+02  0.92520E+02  0.43457E+01   2578  0.00000E+00      0.000
     267.0000  0.91309E-02  0.11302E+00  0.91306E-02  0.11302E+00 -0.45826E+00 -0.86373E+02  0.75772E+02 -0.88166E+02  0.41024E+02 -0.37126E+02 -0.21389E+03 -0.15647E+03 -0.12986E+03  0.00000E+00  0.51107E-03  0.79761E+02  0.92520E+02  0.43549E+01   2580  0.00000E+00      0.000
     268.0000  0.54159E-02  0.69335E-01  0.56350E-02  0.69335E-01 -0.42800E+00 -0.86368E+02  0.75842E+02 -0.88160E+02  0.41093E+02 -0.37554E+02 -0.22367E+03 -0.16373E+03 -0.13480E+03  0.00000E+00  0.51107E-03  0.79215E+02  0.92520E+02  0.43605E+01   2581  0.00000E+00      0.000
     269.0000  0.65787E-02  0.83200E-01  0.65087E-02  0.83200E-01 -0.39865E+00 -0.86361E+02  0.75925E+02 -0.88153E+02  0.41177E+02 -0.37953E+02 -0.23222E+03 -0.17007E+03 -0.13940E+03  0.00000E+00  0.51107E-03  0.78740E+02  0.92520E+02  0.43670E+01   2582  0.00000E+00      0.000
     270.0000 -0.21620E-02  0.98230E-01 -0.21624E-02  0.98230E-01 -0.36717E+00 -0.86363E+02  0.76023E+02 -0.88156E+02  0.41275E+02 -0.38334E+02 -0.23926E+03 -0.17668E+03 -0.14457E+03  0.00000E+00  0.51114E-03  0.78263E+02  0.92530E+02  0.43749E+01   2604  0.00000E+00      0.000
     271.0000  0.58937E-02  0.74980E-01  0.58939E-02  0.74980E-01 -0.33642E+00 -0.86358E+02  0.76098E+02 -0.88150E+02  0.41350E+02 -0.38680E+02 -0.24759E+03 -0.18279E+03 -0.14954E+03  0.00000E+00  0.51114E-03  0.77830E+02  0.92530E+02  0.43808E+01   2607  0.00000E+00      0.000
     272.0000 -0.28881E+01  0.25003E-01 -0.28881E+01  0.25003E-01 -0.31480E+00 -0.89246E+02  0.76123E+02 -0.91038E+02  0.41375E+02 -0.39003E+02 -0.66222E+02 -0.14875E+03 -0.15401E+03  0.00000E+00  0.51138E-03  0.80370E+02  0.95420E+02  0.43827E+01   2630  0.00000E+00      0.000
     273.0000 -0.17834E+01  0.83994E-01 -0.17834E+01  0.83994E-01 -0.30231E+00 -0.91029E+02  0.76207E+02 -0.92821E+02  0.41459E+02 -0.39310E+02 -0.75791E+02 -0.13149E+03 -0.15782E+03  0.00000E+00  0.51168E-03  0.81762E+02  0.97210E+02  0.43893E+01   2652  0.00000E+00      0.000
     274.0000 -0.52974E-01  0.89037E-01 -0.52975E-01  0.89037E-01 -0.31616E+00 -0.91082E+02  0.76296E+02 -0.92874E+02  0.41548E+02 -0.39617E+02 -0.14444E+03 -0.13446E+03 -0.15353E+03  0.00000E+00  0.51171E-03  0.81419E+02  0.97270E+02  0.43963E+01   2674  0.00000E+00      0.000
     275.0000  0.98361E-02  0.12171E+00  0.98366E-02  0.12171E+00 -0.37490E+00 -0.91072E+02  0.76418E+02 -0.92864E+02  0.41670E+02 -0.39972E+02 -0.17283E+03 -0.14052E+03 -0.14348E+03  0.00000E+00  0.51171E-03  0.80941E+02  0.97270E+02  0.44061E+01   2677  0.00000E+00      0.000
     276.0000  0.77865E-02  0.99219E-01  0.77863E-02  0.99219E-01 -0.41140E+00 -0.91064E+02  0.76517E+02 -0.92857E+02  0.41769E+02 -0.40377E+02 -0.19069E+03 -0.14734E+03 -0.13762E+03  0.00000E+00  0.51171E-03  0.80418E+02  0.97270E+02  0.44140E+01   2679  0.00000E+00      0.000
     277.0000  0.50330E-02  0.65580E-01  0.50325E-02  0.65580E-01 -0.42121E+00 -0.91059E+02  0.76583E+02 -0.92851E+02  0.41834E+02 -0.40797E+02 -0.20435E+03 -0.15406E+03 -0.13594E+03  0.00000E+00  0.51171E-03  0.79911E+02  0.97270E+02  0.44191E+01   2681  0.00000E+00      0.000
     278.0000 -0.65083E+01  0.22848E-01 -0.65083E+01  0.22676E-01 -0.42195E+00 -0.97568E+02  0.76605E+02 -0.99360E+02  0.41857E+02 -0.41219E+02 -0.20430E+02 -0.88507E+02 -0.13573E+03  0.12398E-04  0.51504E-03  0.85974E+02  0.10378E+03  0.44208E+01   2709  0.00000E+00      0.000
     279.0000 -0.29038E+01  0.80719E-01 -0.29038E+01  0.80719E-01 -0.69364E+00 -0.10047E+03  0.76686E+02 -0.10226E+03  0.41938E+02 -0.41734E+02 -0.44184E+02 -0.65316E+02 -0.10516E+03  0.00000E+00  0.51540E-03  0.88282E+02  0.10669E+03  0.44270E+01   2731  0.00000E+00      0.000
     280.0000 -0.16940E+00  0.13203E+00 -0.16940E+00  0.13203E+00 -0.14903E+01 -0.10064E+03  0.76818E+02 -0.10243E+03  0.42070E+02 -0.42914E+02 -0.11032E+03 -0.76653E+02 -0.66812E+02  0.00000E+00  0.51566E-03  0.87139E+02  0.10687E+03  0.44376E+01   2753  0.00000E+00      0.000
     281.0000 -0.11415E+01  0.10719E+00 -0.11415E+01  0.10719E+00 -0.14370E+01 -0.10178E+03  0.76925E+02 -0.10357E+03  0.42177E+02 -0.44413E+02 -0.87222E+02 -0.80703E+02 -0.68210E+02  0.00000E+00  0.51577E-03  0.86675E+02  0.10802E+03  0.44461E+01   2775  0.00000E+00      0.000
     282.0000 -0.40526E+01  0.93416E-01 -0.40526E+01  0.93416E-01 -0.14132E+01 -0.10584E+03  0.77019E+02 -0.10763E+03  0.42271E+02 -0.45792E+02 -0.34426E+02 -0.56930E+02 -0.69057E+02  0.00000E+00  0.51587E-03  0.89255E+02  0.11208E+03  0.44535E+01   2797  0.00000E+00      0.000
     283.0000 -0.36466E+01  0.44509E-01 -0.36466E+01  0.44509E-01 -0.23779E+01 -0.10948E+03  0.77063E+02 -0.11127E+03  0.42315E+02 -0.47737E+02 -0.35359E+02 -0.43292E+02 -0.47583E+02  0.00000E+00  0.57750E-03  0.90900E+02  0.11573E+03  0.44569E+01   2801  0.00000E+00      0.000
     284.0000 -0.48102E+00  0.11334E+00 -0.48102E+00  0.11334E+00 -0.24577E+01 -0.10996E+03  0.77177E+02 -0.11175E+03  0.42428E+02 -0.50365E+02 -0.93440E+02 -0.63552E+02 -0.46176E+02  0.00000E+00  0.57785E-03  0.88639E+02  0.11622E+03  0.44659E+01   2823  0.00000E+00      0.000
     285.0000 -0.11221E+01  0.10128E+00 -0.11221E+01  0.10128E+00 -0.18177E+01 -0.11108E+03  0.77278E+02 -0.11288E+03  0.42530E+02 -0.52449E+02 -0.84195E+02 -0.72648E+02 -0.57825E+02  0.00000E+00  0.57792E-03  0.87577E+02  0.11735E+03  0.44738E+01   2845  0.00000E+00      0.000
     286.0000 -0.12271E+00  0.93020E-01 -0.12271E+00  0.93020E-01 -0.14898E+01 -0.11121E+03  0.77371E+02 -0.11300E+03  0.42623E+02 -0.54067E+02 -0.12873E+03 -0.87897E+02 -0.66630E+02  0.00000E+00  0.57795E-03  0.85988E+02  0.11748E+03  0.44811E+01   2867  0.00000E+00      0.000
     287.0000 -0.48190E+00  0.10312E+00 -0.48190E+00  0.10312E+00 -0.11916E+01 -0.11169E+03  0.77474E+02 -0.11348E+03  0.42726E+02 -0.55387E+02 -0.12199E+03 -0.96757E+02 -0.75692E+02  0.00000E+00  0.57799E-03  0.85047E+02  0.11797E+03  0.44892E+01   2889  0.00000E+00      0.000
     288.0000 -0.10413E-01  0.11951E+00 -0.10412E-01  0.11951E+00 -0.10186E+01 -0.11170E+03  0.77594E+02 -0.11349E+03  0.42845E+02 -0.56480E+02 -0.15914E+03 -0.10944E+03 -0.84430E+02  0.00000E+00  0.57808E-03  0.83844E+02  0.11799E+03  0.44988E+01   2911  0.00000E+00      0.000
     289.0000  0.11677E-01  0.14438E+00  0.11676E-01  0.14438E+00 -0.85295E+00 -0.11169E+03  0.77738E+02 -0.11348E+03  0.42990E+02 -0.57387E+02 -0.17777E+03 -0.12097E+03 -0.92778E+02  0.00000E+00  0.57808E-03  0.82787E+02  0.11799E+03  0.45104E+01   2914  0.00000E+00      0.000
     290.0000 -0.20807E+00  0.14697E+00 -0.20807E+00  0.14697E+00 -0.73583E+00 -0.11190E+03  0.77885E+02 -0.11369E+03  0.43137E+02 -0.58168E+02 -0.16860E+03 -0.12873E+03 -0.10112E+03  0.00000E+00  0.57810E-03  0.82068E+02  0.11821E+03  0.45223E+01   2936  0.00000E+00      0.000
     291.0000 -0.24712E+01  0.11149E+00 -0.24712E+01  0.11149E+00 -0.64995E+00 -0.11437E+03  0.77996E+02 -0.11616E+03  0.43248E+02 -0.58854E+02 -0.66372E+02 -0.10922E+03 -0.10870E+03  0.00000E+00  0.57828E-03  0.83741E+02  0.12069E+03  0.45311E+01   2958  0.00000E+00      0.000
     292.0000 -0.13509E+01  0.11423E+00 -0.13509E+01  0.11423E+00 -0.62140E+00 -0.11572E+03  0.78111E+02 -0.11751E+03  0.43362E+02 -0.59480E+02 -0.82712E+02 -0.10256E+03 -0.11115E+03  0.00000E+00  0.57832E-03  0.84352E+02  0.12205E+03  0.45402E+01   2980  0.00000E+00      0.000
     293.0000 -0.33787E+00  0.15202E+00 -0.33787E+00  0.15202E+00 -0.68010E+00 -0.11606E+03  0.78263E+02 -0.11785E+03  0.43515E+02 -0.60130E+02 -0.12295E+03 -0.10754E+03 -0.10607E+03  0.00000E+00  0.57851E-03  0.83888E+02  0.12240E+03  0.45523E+01   3002  0.00000E+00      0.000
     294.0000 -0.36160E-01  0.49472E-01 -0.36160E-01  0.49472E-01 -0.73139E+00 -0.11609E+03  0.78312E+02 -0.11788E+03  0.43564E+02 -0.60844E+02 -0.15618E+03 -0.11594E+03 -0.10157E+03  0.00000E+00  0.57903E-03  0.83160E+02  0.12244E+03  0.45562E+01   3024  0.00000E+00      0.000
     295.0000 -0.44340E+00  0.84201E-01 -0.44340E+00  0.84201E-01 -0.71765E+00 -0.11654E+03  0.78396E+02 -0.11833E+03  0.43648E+02 -0.61572E+02 -0.13928E+03 -0.11989E+03 -0.10275E+03  0.00000E+00  0.57922E-03  0.82792E+02  0.12289E+03  0.45628E+01   3046  0.00000E+00      0.000
     296.0000  0.53450E-02  0.69259E-01  0.53452E-02  0.69259E-01 -0.67274E+00 -0.11653E+03  0.78466E+02 -0.11832E+03  0.43717E+02 -0.62260E+02 -0.17594E+03 -0.12889E+03 -0.10670E+03  0.00000E+00  0.57922E-03  0.82025E+02  0.12289E+03  0.45682E+01   3049  0.00000E+00      0.000
     297.0000  0.15752E-01  0.19411E+00  0.15752E-01  0.19411E+00 -0.61179E+00 -0.11651E+03  0.78660E+02 -0.11831E+03  0.43912E+02 -0.62889E+02 -0.19328E+03 -0.13821E+03 -0.11217E+03  0.00000E+00  0.57922E-03  0.81249E+02  0.12289E+03  0.45836E+01   3051  0.00000E+00      0.000
     298.0000 -0.57799E-03  0.11715E+00 -0.57784E-03  0.11715E+00 -0.54723E+00 -0.11652E+03  0.78777E+02 -0.11831E+03  0.44029E+02 -0.63465E+02 -0.20481E+03 -0.14662E+03 -0.11774E+03  0.00000E+00  0.57962E-03  0.80557E+02  0.12290E+03  0.45930E+01   3073  0.00000E+00      0.000
     299.0000 -0.78777E+01  0.29911E-01 -0.78777E+01  0.27027E-01 -0.50678E+00 -0.12439E+03  0.78807E+02 -0.12619E+03  0.44058E+02 -0.63986E+02 -0.14005E+02 -0.69551E+02 -0.12203E+03  0.00000E+00  0.58583E-03  0.87884E+02  0.13078E+03  0.45953E+01   3103  0.00000E+00      0.000
     300.0000 -0.17887E+00  0.14008E+00 -0.17887E+00  0.14008E+00 -0.10946E+01 -0.12457E+03  0.78947E+02 -0.12636E+03  0.44198E+02 -0.64739E+02 -0.10313E+03 -0.75871E+02 -0.81449E+02  0.00000E+00  0.58677E-03  0.87170E+02  0.13097E+03  0.46064E+01   3125  0.00000E+00      0.000
     301.0000 -0.12130E+01  0.90815E-01 -0.12130E+01  0.90815E-01 -0.14136E+01 -0.12578E+03  0.79038E+02 -0.12758E+03  0.44289E+02 -0.66085E+02 -0.83269E+02 -0.78101E+02 -0.68950E+02  0.00000E+00  0.58700E-03  0.86946E+02  0.13219E+03  0.46135E+01   3147  0.00000E+00      0.000
     302.0000  0.36306E-02  0.17188E+00  0.36312E-02  0.17189E+00 -0.12712E+01 -0.12578E+03  0.79209E+02 -0.12757E+03  0.44460E+02 -0.67422E+02 -0.13723E+03 -0.92920E+02 -0.73294E+02  0.00000E+00  0.58700E-03  0.85453E+02  0.13220E+03  0.46270E+01   3151  0.00000E+00      0.000
     303.0000 -0.37493E+01  0.13492E+00 -0.37493E+01  0.13492E+00 -0.11445E+01 -0.12953E+03  0.79344E+02 -0.13132E+03  0.44595E+02 -0.68605E+02 -0.40182E+02 -0.69025E+02 -0.78122E+02  0.00000E+00  0.58719E-03  0.87885E+02  0.13596E+03  0.46377E+01   3173  0.00000E+00      0.000
     304.0000 -0.52350E+01  0.65618E-01 -0.52349E+01  0.65593E-01 -0.20903E+01 -0.13477E+03  0.79410E+02 -0.13656E+03  0.44661E+02 -0.70079E+02 -0.24158E+02 -0.37044E+02 -0.52767E+02  0.00000E+00  0.58754E-03  0.91580E+02  0.14120E+03  0.46427E+01   3195  0.00000E+00      0.000
     305.0000 -0.36826E+00  0.14793E+00 -0.36826E+00  0.14793E+00 -0.27454E+01 -0.13513E+03  0.79558E+02 -0.13693E+03  0.44809E+02 -0.72942E+02 -0.94729E+02 -0.61054E+02 -0.42507E+02  0.00000E+00  0.58797E-03  0.88937E+02  0.14158E+03  0.46544E+01   3217  0.00000E+00      0.000
     306.0000  0.34906E-02  0.16986E+00  0.34906E-02  0.16986E+00 -0.18548E+01 -0.13513E+03  0.79728E+02 -0.13692E+03  0.44979E+02 -0.75053E+02 -0.13214E+03 -0.81947E+02 -0.57032E+02  0.00000E+00  0.58797E-03  0.86658E+02  0.14159E+03  0.46679E+01   3220  0.00000E+00      0.000
     307.0000 -0.48454E+01  0.59793E-01 -0.48454E+01  0.59793E-01 -0.15610E+01 -0.13998E+03  0.79788E+02 -0.14177E+03  0.45039E+02 -0.76676E+02 -0.28238E+02 -0.52006E+02 -0.64516E+02  0.00000E+00  0.58853E-03  0.89822E+02  0.14644E+03  0.46725E+01   3243  0.00000E+00      0.000
     308.0000 -0.31546E+01  0.71460E-01 -0.31546E+01  0.71460E-01 -0.25928E+01 -0.14313E+03  0.79859E+02 -0.14492E+03  0.45110E+02 -0.78770E+02 -0.40368E+02 -0.44184E+02 -0.44611E+02  0.00000E+00  0.58859E-03  0.90810E+02  0.14960E+03  0.46779E+01   3265  0.00000E+00      0.000
     309.0000 -0.12180E+01  0.27193E-01 -0.12180E+01  0.27193E-01 -0.25592E+01 -0.14435E+03  0.79886E+02 -0.14614E+03  0.45137E+02 -0.81491E+02 -0.72311E+02 -0.57668E+02 -0.44908E+02  0.00000E+00  0.58882E-03  0.89280E+02  0.15082E+03  0.46799E+01   3287  0.00000E+00      0.000
     310.0000 -0.56951E+00  0.13275E+00 -0.56952E+00  0.13275E+00 -0.19454E+01 -0.14492E+03  0.80019E+02 -0.14671E+03  0.45270E+02 -0.83694E+02 -0.99386E+02 -0.73484E+02 -0.55399E+02  0.00000E+00  0.58935E-03  0.87514E+02  0.15140E+03  0.46904E+01   3309  0.00000E+00      0.000
     311.0000 -0.15649E+00  0.16918E+00 -0.15649E+00  0.16918E+00 -0.14947E+01 -0.14507E+03  0.80188E+02 -0.14687E+03  0.45439E+02 -0.85364E+02 -0.13089E+03 -0.89515E+02 -0.66468E+02  0.00000E+00  0.58954E-03  0.85832E+02  0.15157E+03  0.47039E+01   3331  0.00000E+00      0.000
     312.0000  0.10847E-01  0.25561E+00  0.10848E-01  0.25561E+00 -0.11550E+01 -0.14506E+03  0.80444E+02 -0.14686E+03  0.45695E+02 -0.86622E+02 -0.15870E+03 -0.10471E+03 -0.77552E+02  0.00000E+00  0.58954E-03  0.84329E+02  0.15158E+03  0.47247E+01   3334  0.00000E+00      0.000
     313.0000  0.22190E-01  0.27225E+00  0.22190E-01  0.27225E+00 -0.93656E+00 -0.14504E+03  0.80716E+02 -0.14683E+03  0.45967E+02 -0.87612E+02 -0.17777E+03 -0.11828E+03 -0.88549E+02  0.00000E+00  0.58954E-03  0.83053E+02  0.15158E+03  0.47468E+01   3336  0.00000E+00      0.000
     314.0000 -0.52802E+00  0.14999E+00 -0.52802E+00  0.14999E+00 -0.77277E+00 -0.14557E+03  0.80866E+02 -0.14736E+03  0.46117E+02 -0.88449E+02 -0.14132E+03 -0.12240E+03 -0.97874E+02  0.00000E+00  0.59017E-03  0.82594E+02  0.15212E+03  0.47588E+01   3358  0.00000E+00      0.000
     315.0000 -0.15753E+01  0.61108E-01 -0.15753E+01  0.61107E-01 -0.68869E+00 -0.14714E+03  0.80927E+02 -0.14894E+03  0.46178E+02 -0.89172E+02 -0.87894E+02 -0.11290E+03 -0.10525E+03  0.00000E+00  0.59063E-03  0.83384E+02  0.15370E+03  0.47635E+01   3380  0.00000E+00      0.000
     316.0000 -0.85137E+00  0.11038E+00 -0.85137E+00  0.11038E+00 -0.64230E+00 -0.14800E+03  0.81038E+02 -0.14979E+03  0.46288E+02 -0.89830E+02 -0.10510E+03 -0.11183E+03 -0.10934E+03  0.00000E+00  0.59087E-03  0.83467E+02  0.15456E+03  0.47722E+01   3402  0.00000E+00      0.000
     317.0000  0.70759E-02  0.21447E+00  0.70753E-02  0.21447E+00 -0.63388E+00 -0.14799E+03  0.81252E+02 -0.14978E+03  0.46503E+02 -0.90467E+02 -0.15653E+03 -0.12138E+03 -0.11015E+03  0.00000E+00  0.59087E-03  0.82635E+02  0.15457E+03  0.47891E+01   3405  0.00000E+00      0.000
     318.0000  0.19774E-01  0.24533E+00  0.19774E-01  0.24533E+00 -0.60686E+00 -0.14797E+03  0.81497E+02 -0.14976E+03  0.46748E+02 -0.91083E+02 -0.18002E+03 -0.13167E+03 -0.11261E+03  0.00000E+00  0.59087E-03  0.81769E+02  0.15457E+03  0.48088E+01   3407  0.00000E+00      0.000
     319.0000  0.18631E-02  0.14855E+00  0.18634E-02  0.14855E+00 -0.55966E+00 -0.14797E+03  0.81646E+02 -0.14976E+03  0.46897E+02 -0.91654E+02 -0.19457E+03 -0.14088E+03 -0.11661E+03  0.00000E+00  0.59087E-03  0.80999E+02  0.15458E+03  0.48209E+01   3409  0.00000E+00      0.000
     320.0000  0.19694E-01  0.24454E+00  0.19212E-01  0.24454E+00 -0.51001E+00 -0.14795E+03  0.81890E+02 -0.14974E+03  0.47141E+02 -0.92164E+02 -0.20880E+03 -0.14951E+03 -0.12167E+03  0.00000E+00  0.59087E-03  0.80321E+02  0.15458E+03  0.48401E+01   3410  0.00000E+00      0.000
     321.0000 -0.25693E-01  0.18010E+00 -0.25693E-01  0.18010E+00 -0.47102E+00 -0.14797E+03  0.82071E+02 -0.14977E+03  0.47321E+02 -0.92653E+02 -0.21511E+03 -0.15778E+03 -0.12779E+03  0.00000E+00  0.59118E-03  0.79678E+02  0.15462E+03  0.48544E+01   3432  0.00000E+00      0.000
     322.0000  0.37475E-02  0.29369E+00  0.37479E-02  0.29369E+00 -0.42403E+00 -0.14797E+03  0.82364E+02 -0.14976E+03  0.47615E+02 -0.93093E+02 -0.22945E+03 -0.16720E+03 -0.13536E+03  0.00000E+00  0.59118E-03  0.78969E+02  0.15464E+03  0.48780E+01   3435  0.00000E+00      0.000
     323.0000  0.28758E-01  0.35340E+00  0.28759E-01  0.35341E+00 -0.37342E+00 -0.14794E+03  0.82718E+02 -0.14973E+03  0.47969E+02 -0.93479E+02 -0.24567E+03 -0.17735E+03 -0.14360E+03  0.00000E+00  0.59118E-03  0.78230E+02  0.15464E+03  0.49066E+01   3437  0.00000E+00      0.000
     324.0000  0.24899E-01  0.30906E+00  0.24899E-01  0.30906E+00 -0.32354E+00 -0.14792E+03  0.83027E+02 -0.14971E+03  0.48278E+02 -0.93815E+02 -0.25880E+03 -0.18723E+03 -0.15161E+03  0.00000E+00  0.59118E-03  0.77538E+02  0.15464E+03  0.49316E+01   3439  0.00000E+00      0.000
     325.0000  0.13500E-01  0.16916E+00  0.14203E-01  0.16916E+00 -0.29497E+00 -0.14790E+03  0.83196E+02 -0.14969E+03  0.48447E+02 -0.94110E+02 -0.26844E+03 -0.19657E+03 -0.16027E+03  0.00000E+00  0.59118E-03  0.76921E+02  0.15464E+03  0.49458E+01   3440  0.00000E+00      0.000
     326.0000  0.13075E-02  0.14325E+00  0.14382E-02  0.14325E+00 -0.27352E+00 -0.14790E+03  0.83339E+02 -0.14969E+03  0.48590E+02 -0.94383E+02 -0.27340E+03 -0.20311E+03 -0.16646E+03  0.00000E+00  0.59118E-03  0.76477E+02  0.15465E+03  0.49573E+01   3441  0.00000E+00      0.000
     327.0000  0.17917E-01  0.22376E+00  0.17512E-01  0.22376E+00 -0.25484E+00 -0.14788E+03  0.83563E+02 -0.14968E+03  0.48814E+02 -0.94638E+02 -0.28341E+03 -0.20993E+03 -0.17265E+03  0.00000E+00  0.59118E-03  0.76061E+02  0.15465E+03  0.49748E+01   3442  0.00000E+00      0.000
     328.0000 -0.14476E-01  0.31471E+00 -0.14476E-01  0.31471E+00 -0.22889E+00 -0.14790E+03  0.83878E+02 -0.14969E+03  0.49129E+02 -0.94879E+02 -0.28664E+03 -0.21846E+03 -0.18071E+03  0.00000E+00  0.59163E-03  0.75520E+02  0.15469E+03  0.50003E+01   3464  0.00000E+00      0.000
     329.0000  0.22290E-01  0.27690E+00  0.22289E-01  0.27690E+00 -0.20475E+00 -0.14788E+03  0.84154E+02 -0.14967E+03  0.49405E+02 -0.95091E+02 -0.30293E+03 -0.22719E+03 -0.18822E+03  0.00000E+00  0.59163E-03  0.74999E+02  0.15469E+03  0.50227E+01   3467  0.00000E+00      0.000
     330.0000 -0.24412E+00  0.19913E+00 -0.24412E+00  0.19913E+00 -0.18808E+00 -0.14812E+03  0.84354E+02 -0.14991E+03  0.49605E+02 -0.95285E+02 -0.25028E+03 -0.22893E+03 -0.19504E+03  0.00000E+00  0.59201E-03  0.74850E+02  0.15495E+03  0.50385E+01   3489  0.00000E+00      0.000
     331.0000  0.25736E-01  0.31666E+00  0.25736E-01  0.31666E+00 -0.17484E+00 -0.14809E+03  0.84670E+02 -0.14989E+03  0.49921E+02 -0.95465E+02 -0.29724E+03 -0.23786E+03 -0.20327E+03  0.00000E+00  0.59201E-03  0.74357E+02  0.15495E+03  0.50641E+01   3492  0.00000E+00      0.000
     332.0000  0.22885E-01  0.28635E+00  0.22885E-01  0.28635E+00 -0.16179E+00 -0.14807E+03  0.84957E+02 -0.14986E+03  0.50208E+02 -0.95630E+02 -0.31444E+03 -0.24681E+03 -0.21139E+03  0.00000E+00  0.59201E-03  0.73868E+02  0.15495E+03  0.50871E+01   3494  0.00000E+00      0.000
     333.0000  0.23053E-01  0.28692E+00  0.23053E-01  0.28692E+00 -0.14965E+00 -0.14805E+03  0.85244E+02 -0.14984E+03  0.50494E+02 -0.95783E+02 -0.32906E+03 -0.25554E+03 -0.21903E+03  0.00000E+00  0.59201E-03  0.73405E+02  0.15495E+03  0.51101E+01   3496  0.00000E+00      0.000
     334.0000  0.22936E-01  0.28313E+00  0.22955E-01  0.28313E+00 -0.13790E+00 -0.14802E+03  0.85527E+02 -0.14982E+03  0.50778E+02 -0.95920E+02 -0.34191E+03 -0.26418E+03 -0.22637E+03  0.00000E+00  0.59201E-03  0.72958E+02  0.15495E+03  0.51331E+01   3497  0.00000E+00      0.000
