 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 6.    Time:   0: 6:38
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      99.0000  0.49070E-01  0.59142E+00  0.20083E-02  0.17443E-03 -0.15256E-05  0.16373E-01  0.49727E+02 -0.11303E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15758E+05 -0.14941E+05  0.00000E+00  0.32822E-03  0.35204E+02  0.40303E+01  0.29000E+01    340  0.00000E+00      0.000
     100.0000  0.45614E-01  0.55050E+00  0.19544E-02  0.11976E-03 -0.15211E-05  0.61986E-01  0.50277E+02 -0.11284E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15769E+05 -0.14951E+05  0.00000E+00  0.32822E-03  0.35202E+02  0.40303E+01  0.29019E+01    341  0.00000E+00      0.000
     101.0000  0.39686E-01  0.48737E+00  0.19046E-02  0.82505E-04 -0.15147E-05  0.10167E+00  0.50764E+02 -0.11265E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15779E+05 -0.14960E+05  0.00000E+00  0.32822E-03  0.35200E+02  0.40303E+01  0.29038E+01    342  0.00000E+00      0.000
     102.0000  0.41216E-01  0.50266E+00  0.18584E-02  0.67437E-04 -0.15156E-05  0.14289E+00  0.51267E+02 -0.11246E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15788E+05 -0.14966E+05  0.00000E+00  0.32822E-03  0.35198E+02  0.40303E+01  0.29057E+01    343  0.00000E+00      0.000
     103.0000  0.47325E-01  0.57477E+00  0.18154E-02  0.61196E-04 -0.15183E-05  0.19021E+00  0.51842E+02 -0.11228E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15797E+05 -0.14972E+05  0.00000E+00  0.32822E-03  0.35196E+02  0.40303E+01  0.29075E+01    344  0.00000E+00      0.000
     104.0000  0.42723E-01  0.52063E+00  0.17753E-02  0.42192E-04 -0.15199E-05  0.23294E+00  0.52363E+02 -0.11210E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15806E+05 -0.14977E+05  0.00000E+00  0.32822E-03  0.35194E+02  0.40303E+01  0.29093E+01    345  0.00000E+00      0.000
     105.0000  0.39308E-01  0.48381E+00  0.17378E-02  0.31393E-04 -0.15132E-05  0.27224E+00  0.52846E+02 -0.11193E+01  0.34928E+02 -0.71187E+00 -0.10000E+06 -0.15815E+05 -0.14981E+05  0.00000E+00  0.32822E-03  0.35192E+02  0.40303E+01  0.29110E+01    346  0.00000E+00      0.000
     106.0000  0.42093E-01  0.51157E+00  0.17026E-02  0.26645E-04 -0.15100E-05  0.31434E+00  0.53358E+02 -0.11176E+01  0.34929E+02 -0.71188E+00 -0.10000E+06 -0.15824E+05 -0.14984E+05  0.00000E+00  0.32822E-03  0.35190E+02  0.40303E+01  0.29127E+01    347  0.00000E+00      0.000
     107.0000  0.41149E-01  0.50112E+00  0.16695E-02  0.20902E-04 -0.15149E-05  0.35549E+00  0.53859E+02 -0.11159E+01  0.34929E+02 -0.71188E+00 -0.10000E+06 -0.15832E+05 -0.14987E+05  0.00000E+00  0.32822E-03  0.35189E+02  0.40303E+01  0.29144E+01    348  0.00000E+00      0.000
     108.0000  0.40703E-01  0.49533E+00  0.16383E-02  0.16753E-04 -0.15135E-05  0.39619E+00  0.54354E+02 -0.11143E+01  0.34929E+02 -0.71188E+00 -0.10000E+06 -0.15840E+05 -0.14989E+05  0.00000E+00  0.32822E-03  0.35187E+02  0.40303E+01  0.29160E+01    349  0.00000E+00      0.000
     109.0000  0.47615E-01  0.57713E+00  0.16087E-02  0.15783E-04 -0.15063E-05  0.44380E+00  0.54931E+02 -0.11127E+01  0.34929E+02 -0.71188E+00 -0.10000E+06 -0.15848E+05 -0.14991E+05  0.00000E+00  0.32822E-03  0.35185E+02  0.40303E+01  0.29176E+01    350  0.00000E+00      0.000
     110.0000  0.25647E-01  0.55571E+00  0.15808E-02  0.11780E-04 -0.15158E-05  0.46945E+00  0.55487E+02 -0.11111E+01  0.34929E+02 -0.71188E+00 -0.10000E+06 -0.15856E+05 -0.14992E+05  0.00000E+00  0.32822E-03  0.35184E+02  0.40503E+01  0.29392E+01    351  0.00000E+00      0.000
     111.0000  0.38073E-01  0.46502E+00  0.15543E-02  0.79186E-05 -0.15121E-05  0.50753E+00  0.55952E+02 -0.11095E+01  0.34929E+02 -0.71188E+00 -0.10000E+06 -0.15864E+05 -0.14994E+05  0.00000E+00  0.32822E-03  0.35182E+02  0.40503E+01  0.29408E+01    352  0.00000E+00      0.000
     112.0000  0.45135E-01  0.54861E+00  0.15291E-02  0.79019E-05 -0.15145E-05  0.55266E+00  0.56501E+02 -0.11080E+01  0.34929E+02 -0.71189E+00 -0.10000E+06 -0.15872E+05 -0.14995E+05  0.00000E+00  0.32822E-03  0.35181E+02  0.40503E+01  0.29423E+01    353  0.00000E+00      0.000
     113.0000  0.44307E-01  0.54060E+00  0.15051E-02  0.61317E-05 -0.15132E-05  0.59697E+00  0.57041E+02 -0.11065E+01  0.34929E+02 -0.71189E+00 -0.10000E+06 -0.15879E+05 -0.14996E+05  0.00000E+00  0.32822E-03  0.35179E+02  0.40503E+01  0.29438E+01    354  0.00000E+00      0.000
     114.0000  0.52149E-01  0.62674E+00  0.14822E-02  0.57752E-05 -0.15075E-05  0.64912E+00  0.57668E+02 -0.11050E+01  0.34929E+02 -0.71189E+00 -0.10000E+06 -0.15887E+05 -0.14996E+05  0.00000E+00  0.32822E-03  0.35178E+02  0.40503E+01  0.29453E+01    355  0.00000E+00      0.000
     115.0000  0.41735E-01  0.50805E+00  0.14604E-02  0.36016E-05 -0.15049E-05  0.69085E+00  0.58176E+02 -0.11036E+01  0.34929E+02 -0.71189E+00 -0.10000E+06 -0.15894E+05 -0.14997E+05  0.00000E+00  0.32822E-03  0.35176E+02  0.40503E+01  0.29467E+01    356  0.00000E+00      0.000
     116.0000 -0.50259E-03  0.12364E+00 -0.50257E-03  0.89051E-06 -0.15288E-05  0.69035E+00  0.58300E+02 -0.11041E+01  0.34929E+02 -0.71189E+00 -0.86226E+05 -0.15830E+05 -0.14998E+05  0.00000E+00  0.39592E-03  0.35177E+02  0.40604E+01  0.29562E+01    378  0.00000E+00      0.000
     117.0000 -0.11153E+00  0.10966E+00 -0.11153E+00  0.94751E-03 -0.15279E-05  0.57882E+00  0.58410E+02 -0.12157E+01  0.34929E+02 -0.71189E+00 -0.45144E+04 -0.15151E+05 -0.14998E+05  0.00000E+00  0.43434E-03  0.35288E+02  0.41804E+01  0.29647E+01    402  0.00000E+00      0.000
     118.0000 -0.79018E+00  0.12717E+00 -0.79018E+00  0.62657E-02 -0.15771E-05 -0.21136E+00  0.58537E+02 -0.20059E+01  0.34933E+02 -0.71189E+00 -0.58000E+03 -0.14405E+05 -0.14998E+05  0.00000E+00  0.43443E-03  0.36074E+02  0.49804E+01  0.29745E+01    434  0.00000E+00      0.000
     119.0000  0.65175E-02  0.83756E-01  0.65175E-02  0.57402E-02 -0.15134E-05 -0.20485E+00  0.58620E+02 -0.19994E+01  0.34938E+02 -0.71190E+00 -0.15548E+04 -0.14199E+05 -0.14998E+05  0.00000E+00  0.43443E-03  0.36063E+02  0.49804E+01  0.29811E+01    442  0.00000E+00      0.000
     120.0000  0.17960E-01  0.22888E+00  0.17960E-01  0.17857E-01 -0.14951E-05 -0.18689E+00  0.58849E+02 -0.19816E+01  0.34955E+02 -0.71190E+00 -0.21847E+04 -0.14128E+05 -0.14998E+05  0.00000E+00  0.43443E-03  0.36031E+02  0.49804E+01  0.29988E+01    445  0.00000E+00      0.000
     121.0000 -0.41812E-01  0.10466E+00 -0.41812E-01  0.87884E-02 -0.15340E-05 -0.22870E+00  0.58954E+02 -0.20234E+01  0.34964E+02 -0.71190E+00 -0.18731E+04 -0.14068E+05 -0.14999E+05  0.00000E+00  0.43506E-03  0.36064E+02  0.50304E+01  0.30070E+01    467  0.00000E+00      0.000
     122.0000 -0.48388E+00  0.81335E-01 -0.48388E+00  0.73408E-02 -0.14774E-05 -0.71258E+00  0.59035E+02 -0.25073E+01  0.34971E+02 -0.71190E+00 -0.62677E+03 -0.13922E+05 -0.14999E+05  0.00000E+00  0.43518E-03  0.36541E+02  0.55204E+01  0.30131E+01    490  0.00000E+00      0.000
     123.0000  0.29604E-01  0.36453E+00  0.29604E-01  0.35466E-01 -0.14713E-05 -0.68298E+00  0.59400E+02 -0.24779E+01  0.35005E+02 -0.71190E+00 -0.13961E+04 -0.13833E+05 -0.14999E+05  0.00000E+00  0.43518E-03  0.36481E+02  0.55204E+01  0.30425E+01    496  0.00000E+00      0.000
     124.0000  0.25538E-01  0.31655E+00  0.25538E-01  0.32996E-01 -0.14870E-05 -0.65744E+00  0.59716E+02 -0.24523E+01  0.35038E+02 -0.71190E+00 -0.18428E+04 -0.13779E+05 -0.14999E+05  0.00000E+00  0.43518E-03  0.36423E+02  0.55204E+01  0.30682E+01    499  0.00000E+00      0.000
     125.0000  0.19389E-01  0.24088E+00  0.19389E-01  0.26614E-01 -0.15010E-05 -0.63805E+00  0.59957E+02 -0.24327E+01  0.35064E+02 -0.71190E+00 -0.22045E+04 -0.13744E+05 -0.14999E+05  0.00000E+00  0.43518E-03  0.36374E+02  0.55204E+01  0.30877E+01    501  0.00000E+00      0.000
     126.0000 -0.10298E+00  0.91845E-01 -0.10298E+00  0.10583E-01 -0.15342E-05 -0.74103E+00  0.60049E+02 -0.25357E+01  0.35074E+02 -0.71191E+00 -0.13670E+04 -0.13683E+05 -0.14999E+05  0.00000E+00  0.43593E-03  0.36466E+02  0.56304E+01  0.30948E+01    523  0.00000E+00      0.000
     127.0000  0.16358E-01  0.20691E+00  0.16358E-01  0.24694E-01 -0.15054E-05 -0.72467E+00  0.60256E+02 -0.25194E+01  0.35099E+02 -0.71191E+00 -0.20426E+04 -0.13657E+05 -0.14999E+05  0.00000E+00  0.43593E-03  0.36429E+02  0.56304E+01  0.31110E+01    527  0.00000E+00      0.000
     128.0000  0.13502E-01  0.29360E+00  0.13502E-01  0.36113E-01 -0.15061E-05 -0.71117E+00  0.60550E+02 -0.25062E+01  0.35135E+02 -0.71191E+00 -0.23983E+04 -0.13644E+05 -0.14999E+05  0.00000E+00  0.43593E-03  0.36385E+02  0.56404E+01  0.31343E+01    529  0.00000E+00      0.000
     129.0000  0.30003E-01  0.36931E+00  0.30003E-01  0.46343E-01 -0.15061E-05 -0.68116E+00  0.60919E+02 -0.24763E+01  0.35181E+02 -0.71191E+00 -0.31842E+04 -0.13652E+05 -0.14999E+05  0.00000E+00  0.43593E-03  0.36314E+02  0.56404E+01  0.31641E+01    531  0.00000E+00      0.000
     130.0000  0.27854E-01  0.34201E+00  0.27991E-01  0.43491E-01 -0.15076E-05 -0.65331E+00  0.61261E+02 -0.24484E+01  0.35224E+02 -0.71191E+00 -0.39797E+04 -0.13673E+05 -0.14999E+05  0.00000E+00  0.43593E-03  0.36240E+02  0.56404E+01  0.31921E+01    532  0.00000E+00      0.000
     131.0000  0.25572E-01  0.31563E+00  0.25705E-01  0.40548E-01 -0.15142E-05 -0.62774E+00  0.61577E+02 -0.24226E+01  0.35265E+02 -0.71191E+00 -0.48968E+04 -0.13701E+05 -0.14999E+05  0.00000E+00  0.43593E-03  0.36171E+02  0.56404E+01  0.32178E+01    533  0.00000E+00      0.000
     132.0000  0.26792E-01  0.33095E+00  0.26715E-01  0.42865E-01 -0.15042E-05 -0.60095E+00  0.61908E+02 -0.23959E+01  0.35308E+02 -0.71192E+00 -0.62449E+04 -0.13736E+05 -0.15000E+05  0.00000E+00  0.43593E-03  0.36104E+02  0.56404E+01  0.32445E+01    534  0.00000E+00      0.000
     133.0000  0.27834E-01  0.34211E+00  0.27872E-01  0.44399E-01 -0.15101E-05 -0.57311E+00  0.62250E+02 -0.23681E+01  0.35352E+02 -0.71192E+00 -0.83804E+04 -0.13787E+05 -0.15000E+05  0.00000E+00  0.43593E-03  0.36033E+02  0.56404E+01  0.32724E+01    535  0.00000E+00      0.000
     134.0000  0.34962E-01  0.42514E+00  0.36189E-01  0.53503E-01 -0.15018E-05 -0.53815E+00  0.62675E+02 -0.23319E+01  0.35406E+02 -0.71192E+00 -0.13695E+05 -0.13865E+05 -0.15000E+05  0.00000E+00  0.43593E-03  0.35954E+02  0.56404E+01  0.33085E+01    536  0.00000E+00      0.000
     135.0000  0.33781E-01  0.41207E+00  0.34179E-01  0.50553E-01 -0.15048E-05 -0.50437E+00  0.63087E+02 -0.22977E+01  0.35456E+02 -0.71192E+00 -0.22715E+05 -0.13985E+05 -0.15000E+05  0.00000E+00  0.43593E-03  0.35866E+02  0.56404E+01  0.33427E+01    537  0.00000E+00      0.000
     136.0000  0.27414E-01  0.33635E+00  0.27413E-01  0.39848E-01 -0.15114E-05 -0.47696E+00  0.63423E+02 -0.22703E+01  0.35496E+02 -0.71192E+00 -0.33740E+05 -0.14123E+05 -0.15000E+05  0.00000E+00  0.43593E-03  0.35788E+02  0.56404E+01  0.33701E+01    538  0.00000E+00      0.000
     137.0000  0.19481E-01  0.24283E+00  0.19481E-01  0.27800E-01 -0.15112E-05 -0.45747E+00  0.63666E+02 -0.22508E+01  0.35524E+02 -0.71192E+00 -0.41048E+05 -0.14230E+05 -0.15000E+05  0.00000E+00  0.43593E-03  0.35729E+02  0.56404E+01  0.33896E+01    539  0.00000E+00      0.000
     138.0000 -0.41221E+00  0.22074E+00 -0.41221E+00  0.27703E-01 -0.14501E-05 -0.86969E+00  0.63887E+02 -0.26630E+01  0.35551E+02 -0.71192E+00 -0.99354E+03 -0.13849E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.36114E+02  0.60704E+01  0.34074E+01    568  0.00000E+00      0.000
     139.0000  0.22052E-01  0.27134E+00  0.22051E-01  0.33695E-01 -0.15422E-05 -0.84764E+00  0.64158E+02 -0.26410E+01  0.35585E+02 -0.71193E+00 -0.24717E+04 -0.13844E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.36059E+02  0.60704E+01  0.34294E+01    575  0.00000E+00      0.000
     140.0000  0.22708E-01  0.27922E+00  0.22708E-01  0.34157E-01 -0.15199E-05 -0.82493E+00  0.64437E+02 -0.26183E+01  0.35619E+02 -0.71193E+00 -0.34535E+04 -0.13872E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.36002E+02  0.60704E+01  0.34521E+01    578  0.00000E+00      0.000
     141.0000  0.25080E-01  0.30444E+00  0.25080E-01  0.36671E-01 -0.15072E-05 -0.79985E+00  0.64742E+02 -0.25933E+01  0.35656E+02 -0.71193E+00 -0.46606E+04 -0.13913E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.35941E+02  0.60704E+01  0.34772E+01    580  0.00000E+00      0.000
     142.0000  0.24879E-01  0.30529E+00  0.24875E-01  0.36196E-01 -0.15094E-05 -0.77497E+00  0.65047E+02 -0.25684E+01  0.35692E+02 -0.71193E+00 -0.61972E+04 -0.13965E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.35879E+02  0.60704E+01  0.35020E+01    581  0.00000E+00      0.000
     143.0000  0.18221E-01  0.22694E+00  0.18615E-01  0.26451E-01 -0.15108E-05 -0.75675E+00  0.65274E+02 -0.25498E+01  0.35719E+02 -0.71193E+00 -0.74418E+04 -0.14017E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.35825E+02  0.60704E+01  0.35206E+01    582  0.00000E+00      0.000
     144.0000  0.24931E-01  0.30549E+00  0.25110E-01  0.34669E-01 -0.15055E-05 -0.73182E+00  0.65579E+02 -0.25247E+01  0.35754E+02 -0.71193E+00 -0.10620E+05 -0.14076E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.35774E+02  0.60704E+01  0.35458E+01    583  0.00000E+00      0.000
     145.0000  0.26517E-01  0.32192E+00  0.27477E-01  0.34728E-01 -0.15026E-05 -0.70530E+00  0.65901E+02 -0.24972E+01  0.35788E+02 -0.71193E+00 -0.16312E+05 -0.14165E+05 -0.15000E+05  0.00000E+00  0.45573E-03  0.35712E+02  0.60704E+01  0.35732E+01    584  0.00000E+00      0.000
     146.0000 -0.26180E+00  0.10556E+00 -0.26180E+00  0.11949E-01 -0.14877E-05 -0.96710E+00  0.66007E+02 -0.27590E+01  0.35800E+02 -0.71194E+00 -0.13496E+04 -0.13986E+05 -0.15000E+05  0.00000E+00  0.46073E-03  0.35962E+02  0.63404E+01  0.35814E+01    609  0.00000E+00      0.000
     147.0000 -0.80128E-01  0.24667E+00 -0.80128E-01  0.27541E-01 -0.14884E-05 -0.10472E+01  0.66254E+02 -0.28391E+01  0.35828E+02 -0.71194E+00 -0.16958E+04 -0.13956E+05 -0.15000E+05  0.00000E+00  0.46142E-03  0.36015E+02  0.64404E+01  0.36013E+01    631  0.00000E+00      0.000
     148.0000  0.20659E-01  0.25428E+00  0.20659E-01  0.28028E-01 -0.14869E-05 -0.10266E+01  0.66508E+02 -0.28185E+01  0.35856E+02 -0.71194E+00 -0.29159E+04 -0.13967E+05 -0.15000E+05  0.00000E+00  0.46142E-03  0.35966E+02  0.64404E+01  0.36219E+01    635  0.00000E+00      0.000
     149.0000  0.19615E-01  0.24055E+00  0.19615E-01  0.26288E-01 -0.15175E-05 -0.10070E+01  0.66748E+02 -0.27988E+01  0.35882E+02 -0.71194E+00 -0.37940E+04 -0.13990E+05 -0.15000E+05  0.00000E+00  0.46142E-03  0.35919E+02  0.64404E+01  0.36416E+01    637  0.00000E+00      0.000
     150.0000  0.18345E-01  0.22563E+00  0.18345E-01  0.24532E-01 -0.14987E-05 -0.98861E+00  0.66974E+02 -0.27805E+01  0.35907E+02 -0.71194E+00 -0.46895E+04 -0.14016E+05 -0.15000E+05  0.00000E+00  0.46142E-03  0.35875E+02  0.64404E+01  0.36600E+01    639  0.00000E+00      0.000
     151.0000 -0.21946E+00  0.13435E+00 -0.21946E+00  0.14681E-01 -0.14928E-05 -0.12081E+01  0.67108E+02 -0.29999E+01  0.35922E+02 -0.71194E+00 -0.12627E+04 -0.13936E+05 -0.15000E+05  0.00000E+00  0.46188E-03  0.36080E+02  0.66704E+01  0.36705E+01    661  0.00000E+00      0.000
     152.0000 -0.39725E-01  0.13016E+00 -0.39725E-01  0.14325E-01 -0.14928E-05 -0.12478E+01  0.67239E+02 -0.30396E+01  0.35936E+02 -0.71194E+00 -0.17978E+04 -0.13904E+05 -0.15000E+05  0.00000E+00  0.46192E-03  0.36106E+02  0.67204E+01  0.36808E+01    683  0.00000E+00      0.000
     153.0000  0.14501E-01  0.18250E+00  0.14501E-01  0.20228E-01 -0.14965E-05 -0.12333E+01  0.67421E+02 -0.30252E+01  0.35956E+02 -0.71195E+00 -0.25815E+04 -0.13898E+05 -0.15000E+05  0.00000E+00  0.46192E-03  0.36072E+02  0.67204E+01  0.36952E+01    686  0.00000E+00      0.000
     154.0000 -0.26844E-01  0.41103E-01 -0.26844E-01  0.46326E-02 -0.14936E-05 -0.12601E+01  0.67462E+02 -0.30521E+01  0.35961E+02 -0.71195E+00 -0.22709E+04 -0.13872E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.36095E+02  0.67504E+01  0.36984E+01    708  0.00000E+00      0.000
     155.0000  0.18935E-02  0.14920E+00  0.18935E-02  0.17055E-01 -0.14958E-05 -0.12582E+01  0.67611E+02 -0.30503E+01  0.35978E+02 -0.71195E+00 -0.27603E+04 -0.13864E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.36079E+02  0.67604E+01  0.37101E+01    711  0.00000E+00      0.000
     156.0000  0.17680E-01  0.21837E+00  0.17680E-01  0.25193E-01 -0.14943E-05 -0.12406E+01  0.67830E+02 -0.30328E+01  0.36003E+02 -0.71195E+00 -0.35237E+04 -0.13873E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.36040E+02  0.67604E+01  0.37277E+01    713  0.00000E+00      0.000
     157.0000  0.72814E-02  0.21348E+00  0.72814E-02  0.24783E-01 -0.14950E-05 -0.12333E+01  0.68043E+02 -0.30255E+01  0.36028E+02 -0.71195E+00 -0.37908E+04 -0.13885E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.36008E+02  0.67704E+01  0.37449E+01    715  0.00000E+00      0.000
     158.0000  0.15853E-01  0.19574E+00  0.15943E-01  0.22821E-01 -0.15121E-05 -0.12174E+01  0.68239E+02 -0.30096E+01  0.36050E+02 -0.71195E+00 -0.45724E+04 -0.13906E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.35967E+02  0.67704E+01  0.37609E+01    716  0.00000E+00      0.000
     159.0000  0.81543E-02  0.10302E+00  0.86202E-02  0.12063E-01 -0.15092E-05 -0.12093E+01  0.68342E+02 -0.30009E+01  0.36062E+02 -0.71196E+00 -0.48483E+04 -0.13925E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.35936E+02  0.67704E+01  0.37695E+01    717  0.00000E+00      0.000
     160.0000  0.15124E-01  0.18941E+00  0.14690E-01  0.22392E-01 -0.15009E-05 -0.11942E+01  0.68531E+02 -0.29862E+01  0.36085E+02 -0.71196E+00 -0.57379E+04 -0.13938E+05 -0.15000E+05  0.00000E+00  0.46262E-03  0.35909E+02  0.67704E+01  0.37842E+01    718  0.00000E+00      0.000
     161.0000 -0.31607E-01  0.10686E+00 -0.31607E-01  0.12739E-01 -0.15002E-05 -0.12258E+01  0.68638E+02 -0.30179E+01  0.36098E+02 -0.71196E+00 -0.35078E+04 -0.13921E+05 -0.15000E+05  0.00000E+00  0.46304E-03  0.35928E+02  0.68104E+01  0.37926E+01    740  0.00000E+00      0.000
     162.0000 -0.79580E+00  0.55434E-01 -0.79580E+00  0.66805E-02 -0.15017E-05 -0.20216E+01  0.68694E+02 -0.38137E+01  0.36104E+02 -0.71196E+00 -0.48048E+03 -0.13700E+05 -0.15000E+05  0.00000E+00  0.46329E-03  0.36717E+02  0.76104E+01  0.37968E+01    769  0.00000E+00      0.000
     163.0000  0.36311E-02  0.17089E+00  0.36311E-02  0.20808E-01 -0.14958E-05 -0.20179E+01  0.68865E+02 -0.38101E+01  0.36125E+02 -0.71196E+00 -0.11352E+04 -0.13613E+05 -0.15000E+05  0.00000E+00  0.46329E-03  0.36694E+02  0.76204E+01  0.38104E+01    776  0.00000E+00      0.000
     164.0000  0.13444E-01  0.16881E+00  0.13444E-01  0.21081E-01 -0.14987E-05 -0.20045E+01  0.69033E+02 -0.37966E+01  0.36146E+02 -0.71196E+00 -0.14745E+04 -0.13564E+05 -0.15000E+05  0.00000E+00  0.46329E-03  0.36660E+02  0.76204E+01  0.38238E+01    779  0.00000E+00      0.000
     165.0000  0.49953E-02  0.64340E-01  0.49953E-02  0.83186E-02 -0.14965E-05 -0.19995E+01  0.69098E+02 -0.37914E+01  0.36154E+02 -0.71196E+00 -0.16794E+04 -0.13521E+05 -0.15000E+05  0.00000E+00  0.46329E-03  0.36640E+02  0.76204E+01  0.38291E+01    781  0.00000E+00      0.000
     166.0000  0.74452E-02  0.95144E-01  0.72904E-02  0.12680E-01 -0.15031E-05 -0.19920E+01  0.69193E+02 -0.37841E+01  0.36167E+02 -0.71197E+00 -0.18671E+04 -0.13484E+05 -0.15000E+05  0.00000E+00  0.46329E-03  0.36624E+02  0.76204E+01  0.38364E+01    782  0.00000E+00      0.000
     167.0000  0.11951E-01  0.15029E+00  0.11674E-01  0.20682E-01 -0.15017E-05 -0.19801E+01  0.69343E+02 -0.37724E+01  0.36187E+02 -0.71197E+00 -0.20992E+04 -0.13456E+05 -0.15000E+05  0.00000E+00  0.46329E-03  0.36600E+02  0.76204E+01  0.38480E+01    783  0.00000E+00      0.000
     168.0000 -0.77706E+00  0.39315E-01 -0.77706E+00  0.55310E-02 -0.14972E-05 -0.27572E+01  0.69382E+02 -0.45495E+01  0.36193E+02 -0.71197E+00 -0.42405E+03 -0.13313E+05 -0.15000E+05  0.00000E+00  0.46385E-03  0.37371E+02  0.84004E+01  0.38510E+01    808  0.00000E+00      0.000
     169.0000 -0.76872E+01  0.35368E-01 -0.76872E+01  0.78555E-02 -0.14972E-05 -0.10444E+02  0.69418E+02 -0.12237E+02  0.36199E+02 -0.71197E+00 -0.30560E+02 -0.11775E+05 -0.15000E+05  0.00000E+00  0.46387E-03  0.45053E+02  0.16090E+02  0.38538E+01    879  0.00000E+00      0.000
     170.0000 -0.20539E+01  0.77889E-01 -0.20539E+01  0.23978E-01 -0.14972E-05 -0.12498E+02  0.69496E+02 -0.14291E+02  0.36220E+02 -0.71197E+00 -0.88848E+02 -0.10549E+05 -0.15000E+05  0.00000E+00  0.46408E-03  0.47086E+02  0.18150E+02  0.38599E+01    928  0.00000E+00      0.000
     171.0000 -0.61366E-01  0.10893E+00 -0.61365E-01  0.38687E-01 -0.15002E-05 -0.12560E+02  0.69605E+02 -0.14352E+02  0.36256E+02 -0.71197E+00 -0.20742E+03 -0.99029E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.47111E+02  0.18220E+02  0.38685E+01    958  0.00000E+00      0.000
     172.0000  0.63470E-03  0.13233E+00  0.63518E-03  0.51199E-01 -0.14972E-05 -0.12559E+02  0.69737E+02 -0.14351E+02  0.36306E+02 -0.71197E+00 -0.27079E+03 -0.94907E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.47062E+02  0.18230E+02  0.38791E+01    969  0.00000E+00      0.000
     173.0000  0.13525E-01  0.16744E+00  0.13524E-01  0.68731E-01 -0.14965E-05 -0.12545E+02  0.69904E+02 -0.14338E+02  0.36373E+02 -0.71197E+00 -0.31993E+03 -0.91868E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.46983E+02  0.18230E+02  0.38926E+01    976  0.00000E+00      0.000
     174.0000  0.13582E-01  0.16874E+00  0.13582E-01  0.72533E-01 -0.15009E-05 -0.12532E+02  0.70073E+02 -0.14324E+02  0.36444E+02 -0.71198E+00 -0.36300E+03 -0.89497E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.46899E+02  0.18230E+02  0.39062E+01    982  0.00000E+00      0.000
     175.0000  0.11941E-01  0.14921E+00  0.11941E-01  0.66400E-01 -0.14987E-05 -0.12520E+02  0.70222E+02 -0.14312E+02  0.36510E+02 -0.71198E+00 -0.39823E+03 -0.87526E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.46820E+02  0.18230E+02  0.39182E+01    986  0.00000E+00      0.000
     176.0000  0.13148E-01  0.16382E+00  0.13148E-01  0.75187E-01 -0.15002E-05 -0.12507E+02  0.70386E+02 -0.14299E+02  0.36584E+02 -0.71198E+00 -0.43580E+03 -0.85878E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.46735E+02  0.18230E+02  0.39313E+01    990  0.00000E+00      0.000
     177.0000  0.87175E-02  0.11025E+00  0.87175E-02  0.52028E-01 -0.15024E-05 -0.12498E+02  0.70496E+02 -0.14290E+02  0.36636E+02 -0.71198E+00 -0.46394E+03 -0.84394E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.46663E+02  0.18230E+02  0.39401E+01    992  0.00000E+00      0.000
